Company Symbol,Company Name,Sector,Shares Outstanding,EPS,P/E Ratio,Book Value,PBV,Market Capitalization,% Dividend,% Bonus,Right Share
HATHY,Hathway Investment Nepal Limited (HATHY),Investment,"28,314,000.00","1.05 (FY:081-082, Q:2)","1,275.24",73.15,18.3,"37,912,446,000.00",,,"9.779
                                
                                    (FY:072-073)"
NMB,NMB Bank Limited (NMB),Commercial Banks,"183,667,060.00","21.82 (FY:081-082, Q:2)",11.64,169.1,1.5,"46,651,433,240.00","8.25
                                
                                    (FY:078-079)","12.50
                                
                                    (FY:077-078)",
NABBCP,Narayani Development Bank Limited Promoter (NABBCP),Promotor Share,,"0.00 (FY:, Q:0)",0,0,308.3,0,,,
SNMAPO,Sanima Bank Limited Promoter Share (SNMAPO),Promotor Share,,"0.00 (FY:, Q:0)",0,0,167,0,"1.05
                                
                                    (FY:071-072)","20.00
                                
                                    (FY:071-072)",
NESDO,NESDO Sambridha Laghubitta Bittiye Sanstha Limited (NESDO),Microfinance,"2,913,375.00","-92.80 (FY:081-082, Q:2)",-20.44,234.13,8.1,"5,526,381,037.50",,,
PBLD86,10.25% Prabhu Bank Debenture 2086 (PBLD86),Corporate Debenture,,"0.00 (FY:, Q:0)",0,0,"1,120.00",0,,,
BOKD86KA,"BOK Debenture 2086 ""KA"" (BOKD86KA)",Corporate Debenture,"1,100,000.00","0.00 (FY:, Q:0)",0,0,"1,116.30","1,227,930,000.00",,,
AHPC,Arun Valley Hydropower Development Co. Ltd. (AHPC),Hydro Power,"38,480,030.00","10.09 (FY:081-082, Q:2)",25.75,105.72,2.46,"9,997,111,794.00","0.16
                                
                                    (FY:080-081)","3.00
                                
                                    (FY:080-081)","1:1
                                
                                    (FY:080-081)"
RULB,Rastra Utthan Laghubitta Sanstha Limited (RULB),Microfinance,"2,599,550.00","19.10 (FY:079-080, Q:3)",39.53,180.17,4.19,"1,962,660,250.00",,,
SBD87,8.5% Sanima Debenture 2087 (SBD87),Corporate Debenture,,"0.00 (FY:, Q:0)",0,0,"1,022.00",0,,,
SALICOPO,Sagarmatha Lumbini Insurance Co. Limited Promoter Share  (SALICOPO),Promotor Share,,"0.00 (FY:, Q:0)",0,0,270,0,,,
JSLBBP,Janautthan Samudayic Laghubitta Bittiya Sanstha Limited Promoter Share (JSLBBP),Promotor Share,,"0.00 (FY:, Q:0)",0,0,546,0,,,
SWMFPO,Suryodaya Womi Laghubitta Bittiya Sanstha Limited Promoter (SWMFPO),Promotor Share,,"0.00 (FY:, Q:0)",0,0,250,0,,,
NMBMFP,NMB  Microfinance Bittiya Sanstha Ltd. Promoter Share (NMBMFP),Promotor Share,,"0.00 (FY:, Q:0)",0,0,592,0,,,
NLG,NLG Insurance Company Ltd. (NLG),Non-Life Insurance,"15,395,359.60","9.68 (FY:081-082, Q:2)",90.34,204.83,4.27,"13,463,241,970.20",,,"10:6.256
                                
                                    (FY:081-082)"
UMHL,United Modi Hydropower Ltd. (UMHL),Hydro Power,"12,305,000.00","5.81 (FY:081-082, Q:2)",74.7,108.67,3.99,"5,340,370,000.00",,,"100:17.64
                                
                                    (FY:072-073)"
LBBL,Lumbini Bikas Bank Ltd. (LBBL),Development Bank Limited,"36,236,781.62","8.15 (FY:081-082, Q:2)",55.95,181.39,2.51,"16,523,972,418.72",,,"10:1
                                
                                    (FY:073-074)"
CIZBD90,10% Citizens Bank Debenture 2090 (CIZBD90),Others,,"0.00 (FY:, Q:0)",0,0,"1,132.90",0,,,
CIT,Citizen Investment Trust (CIT),Investment,"64,817,120.00","19.20 (FY:081-082, Q:2)",103.18,143.18,13.84,"128,402,714,720.00",,,"100:82.84
                                
                                    (FY:077-078)"
USHL,Upper Syange  Hydropower Limited (USHL),Hydro Power,"2,200,000.00","-1.70 (FY:081-082, Q:2)",-446.41,52.06,14.58,"1,669,580,000.00",,,
ADLB,Adarsha Laghubitta Bittiya Sanstha Limited (ADLB),Microfinance,"248,400.00","1.34 (FY:079-080, Q:3)",880.6,126.13,9.36,"293,112,000.00",,,
SPDL,Synergy Power Development Ltd. (SPDL),Hydro Power,"12,098,625.00","7.43 (FY:081-082, Q:2)",45.09,114.07,2.94,"4,053,039,375.00","0.53
                                
                                    (FY:077-078)","10.00
                                
                                    (FY:077-078)","2:1
                                
                                    (FY:080-081)"
NIBLGF,NIBL Growth Fund (NIBLGF),Mutual Fund,"132,000,000.00","0.00 (FY:081-082, Q:10)",0,0,0,"1,135,200,000.00","6.35
                                
                                    (FY:080-081)",,
SALICO,Sagarmatha Lumbini Insurance Co. Limited (SALICO),Non-Life Insurance,"26,226,382.00","5.02 (FY:081-082, Q:2)",144.34,245.18,2.96,"19,003,636,397.20",,,
NICAD8283,11% NIC Asia Debenture 082/83 (NICAD8283),Corporate Debenture,,"0.00 (FY:, Q:0)",0,0,"1,070.00",0,,,
ILI,IME Life Insurance Company Limited (ILI),Life Insurance,"50,000,000.00","10.71 (FY:081-082, Q:2)",44.86,152.23,3.16,"24,025,000,000.00",,,
CGH,Chandragiri Hills Limited (CGH),Hotels And Tourism,"15,340,910.00","8.67 (FY:081-082, Q:2)",102.47,99.73,8.91,"13,628,864,444.00",,,
NADDF,Nic Asia Dynamic Debt Fund (NADDF),Mutual Fund,"49,898,450.00","0.00 (FY:081-082, Q:10)",0,0,0,0,"10.00
                                
                                    (FY:080-081)",,
MMFDB,Mirmire Laghubitta Bittiya Sanstha Ltd. (MMFDB),Microfinance,"6,657,642.73","10.22 (FY:080-081, Q:2)",56.75,164.41,3.53,"3,861,432,783.40","6.32
                                
                                    (FY:079-080)",,"2:1
                                
                                    (FY:074-075)"
SKBBLP,Sana Kisan Bikas Laghubitta Bittiya sanstha Limited Promoter Share (SKBBLP),Promotor Share,,"0.00 (FY:, Q:0)",0,0,100,0,"1.36
                                
                                    (FY:071-072)","25.00
                                
                                    (FY:071-072)",
ILBSP,Infinity Laghubitta Bittiya Sanstha Limited Promoter Share (ILBSP),Promotor Share,,"0.00 (FY:, Q:0)",0,0,431,0,,,
RURU,Ru Ru Jalbidhyut Pariyojana Limited (RURU),Hydro Power,"5,673,222.03","21.18 (FY:081-082, Q:2)",36.12,129,5.93,"4,340,014,852.95",,,
NICA,NIC Asia Bank Ltd. (NICA),Commercial Banks,"149,175,669.22","2.03 (FY:081-082, Q:2)",185.22,198.92,1.89,"56,090,051,626.72",,,
SAMAJ,Samaj Laghubittya Bittiya Sanstha Limited (SAMAJ),Microfinance,"228,500.00","0.11 (FY:081-082, Q:2)","23,736.36",222.02,11.76,"596,613,500.00","0.75
                                
                                    (FY:078-079)",,
IHL,Ingwa Hydropower Limited (IHL),Hydro Power,"6,000,000.00","-1.00 (FY:081-082, Q:2)",-694.9,94.34,7.37,"4,169,400,000.00",,,
HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited (HLBSL),Microfinance,"3,198,182.00","16.30 (FY:081-082, Q:2)",61.1,150.84,6.6,"3,185,069,453.80",,,"1:1
                                
                                    (FY:077-078)"
NHDL,Nepal Hydro Developers Ltd. (NHDL),Hydro Power,"3,594,410.00","24.18 (FY:081-082, Q:2)",35.11,128.74,6.59,"3,051,654,090.00","0.42
                                
                                    (FY:080-081)","8.00
                                
                                    (FY:080-081)",
API,Api Power Company Ltd. (API),Hydro Power,"60,759,278.07","10.26 (FY:081-082, Q:2)",27.21,109.18,2.56,"16,963,990,437.14",,,"1:0.40
                                
                                    (FY:080-081)"
NICFC,NIC ASIA Flexi CAP Fund (NICFC),Mutual Fund,"102,000,000.00","0.00 (FY:081-082, Q:10)",0,0,0,"927,180,000.00","10.50
                                
                                    (FY:080-081)",,
GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd. (GMFIL),Finance,"10,121,760.00","-4.32 (FY:081-082, Q:2)",-120.35,148.59,3.5,"5,262,303,024.00",,,"10:4
                                
                                    (FY:074-075)"
HDL,Himalayan Distillery Limited (HDL),Manufacturing And Processing,"30,734,018.12","26.35 (FY:081-082, Q:2)",46.57,118,10.4,"37,710,640,233.24",,,
H8020,Himalayan 80-20 (H8020),Mutual Fund,"100,000,000.00","0.00 (FY:081-082, Q:9)",0,0,0,"1,021,000,000.00","6.00
                                
                                    (FY:080-081)",,
CBLD88,Civil Bank Debenture 2088 (CBLD88),Corporate Debenture,"3,000,000.00","0.00 (FY:, Q:0)",0,0,"1,119.70","3,359,100,000.00",,,
PSF,Prabhu Select Fund (PSF),Mutual Fund,"125,000,000.00","0.00 (FY:081-082, Q:10)",0,0,0,"1,260,000,000.00","10.00
                                
                                    (FY:080-081)",,
BBC,Bishal Bazar Company Limited (BBC),Tradings,"500,000.00","250.25 (FY:077-078, Q:2)",21.54,"1,685.32",3.2,"2,695,500,000.00",,,
WNLBP,Wean Nepal Laghubitta Bittiya Sanstha Limited Promoter Share (WNLBP),Promotor Share,,"0.00 (FY:, Q:0)",0,0,0,0,,,
SHIVM,SHIVAM CEMENTS LTD (SHIVM),Manufacturing And Processing,"54,568,085.00","2.08 (FY:081-082, Q:2)",258.85,175.31,3.07,"29,379,456,964.00",,,
UNHPL,Union Hydropower Limited (UNHPL),Hydro Power,"7,500,000.00","5.57 (FY:081-082, Q:2)",57.99,100.18,3.22,"2,422,500,000.00",,,
GBLBSP,Grameen Bikas Lagubitta Bittiya Sanstha Limited (Promoter Share) (GBLBSP),Promotor Share,,"0.00 (FY:, Q:0)",0,0,564,0,,,
ALICLP,Asian Life Insurance Co. Ltd Promoter Share (ALICLP),Promotor Share,,"0.00 (FY:, Q:0)",0,0,388,0,"1.50
                                
                                    (FY:070-071)","8.29
                                
                                    (FY:068-069)",
NICSF,NIC Asia Select - 30 (Index Fund) (NICSF),Mutual Fund,"125,000,000.00","0.00 (FY:081-082, Q:10)",0,0,0,"1,137,500,000.00","14.00
                                
                                    (FY:080-081)",,
SLBSLPO,Samudayik Laghubitta Bittiya Sanstha Limited Promoter Share (SLBSLPO),Promotor Share,,"0.00 (FY:, Q:0)",0,0,0,0,,,
CCBD88,Century Debenture 2088 (CCBD88),Corporate Debenture,"2,200,000.00","0.00 (FY:, Q:0)",0,0,"1,126.00","2,477,200,000.00",,,
SMFDBP,Summit Laghubitta Bittiya Sanstha Ltd. Promoter Share (SMFDBP),Promotor Share,,"0.00 (FY:, Q:0)",0,0,390.7,0,"2.19
                                
                                    (FY:071-072)","41.42
                                
                                    (FY:071-072)",
UNL,Unilever Nepal Limited (UNL),Manufacturing And Processing,"921,000.00","1,037.79 (FY:081-082, Q:2)",44.38,"4,636.16",9.93,"42,415,734,000.00","1,714.00
                                
                                    (FY:080-081)",,
SCB,Standard Chartered Bank Limited (SCB),Commercial Banks,"100,423,680.00","32.67 (FY:081-082, Q:2)",19.99,202.97,3.22,"65,576,663,040.00",,,
JBLBP,Jeevan Bikas Laghubitta Bittiya Sanstha Limited Promoter Share (JBLBP),Promotor Share,,"0.00 (FY:, Q:0)",0,0,100,0,,,
VLUCL,Vision Lumbini Urja Company Limited (VLUCL),Hydro Power,"19,125,000.00","2.75 (FY:081-082, Q:2)",257.45,137.76,5.14,"13,540,500,000.00",,,
MEL,Modi Energy Limited (MEL),Hydro Power,"29,000,000.00","-2.32 (FY:081-082, Q:2)",-145.17,63.21,5.33,"9,767,200,000.00",,,
GBIMEB2076,Global IME Bank -2076 (GBIMEB2076),Corporate Debenture,"400,000.00","0.00 (FY:, Q:0)",0,0,0,0,,,
GFCL,Goodwill Finance Co. Ltd. (GFCL),Finance,"9,461,152.00","2.22 (FY:081-082, Q:2)",317.57,198.97,3.54,"6,670,112,160.00",,,"10:6
                                
                                    (FY:073-074)"
SHINEP,Shine Resunga Development Bank Limited Promoter Share (SHINEP),Promotor Share,,"0.00 (FY:, Q:0)",0,0,262,0,,,
NMBUR93/94,4% NMB Urja Rinpatra (Energy Bond II) 4%-2093/94 (NMBUR93/94),Corporate Debenture,"2,727,437.00","0.00 (FY:, Q:0)",0,0,0,0,,,
CORBLPO,Corporate Development Bank Ltd. Promoter Share (CORBLPO),Promotor Share,,"0.00 (FY:, Q:0)",0,0,0,0,,,
MKHC,Maya Khola Hydropower Company Limited (MKHC),Hydro Power,"10,000,000.00","1.44 (FY:081-082, Q:2)",384.03,67.5,8.19,"5,530,000,000.00",,,
SKBBL,Sana Kisan Bikas Laghubitta Bittiya sanstha Limited. (SKBBL),Microfinance,"43,126,215.13","24.01 (FY:081-082, Q:2)",34.07,231.18,3.54,"35,277,243,976.34",,,
NMBSBFE,NMB Saral Bachat Fund-E (NMBSBFE),Mutual Fund,"55,000,000.00","0.00 (FY:081-082, Q:10)",0,0,0,0,,,
RBCLPO,Rastriya Beema Company Limited Promoter Share (RBCLPO),Promotor Share,,"0.00 (FY:, Q:0)",0,0,"11,495.00",0,,,
EDBL,Excel Development Bank Ltd. (EDBL),Development Bank Limited,"12,496,944.71","-14.49 (FY:081-082, Q:2)",-46.24,157.84,4.24,"8,372,952,955.03",,,"10:3
                                
                                    (FY:078-079)"
RLFL,Reliance Finance Ltd. (RLFL),Finance,"11,214,520.00","-21.35 (FY:081-082, Q:2)",-25.06,97.19,5.5,"5,999,768,200.00",,,"10:4.5
                                
                                    (FY:073-074)"
SLBBL,Swarojgar Laghubitta Bittiya Sanstha Ltd. (SLBBL),Microfinance,"6,711,049.93","26.23 (FY:081-082, Q:2)",37.13,164,5.94,"6,535,891,526.83","0.73
                                
                                    (FY:080-081)","13.89
                                
                                    (FY:080-081)",
NBF3,Nabil Balanced Fund-3 (NBF3),Mutual Fund,"125,000,000.00","0.00 (FY:081-082, Q:10)",0,0,0,"1,167,500,000.00",,,
SBIBD86,10% Nepal SBI Bank Debenture 2086 (SBIBD86),Corporate Debenture,,"0.00 (FY:, Q:0)",0,0,"1,073.90",0,,,
GBBL,Garima Bikas Bank Limited (GBBL),Development Bank Limited,"56,805,173.28","19.34 (FY:081-082, Q:2)",20.7,150.16,2.67,"22,739,110,863.98",,,
NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited (NUBL),Microfinance,"26,120,797.50","10.41 (FY:081-082, Q:2)",65.8,194.86,3.52,"17,892,746,287.50",,,
SBI,Nepal SBI Bank Limited (SBI),Commercial Banks,"105,001,522.82","17.15 (FY:081-082, Q:2)",24.31,187.06,2.23,"43,785,635,015.94",,,
SIFCPO,Shree Investment & Finance Company Limited Promoter Share (SIFCPO),Promotor Share,,"0.00 (FY:, Q:0)",0,0,228,0,"0.61
                                
                                    (FY:071-072)","11.61
                                
                                    (FY:071-072)",
CHDC,CEDB Holdings Limited (CHDC),Investment,"10,342,370.61","40.51 (FY:081-082, Q:2)",55.42,158.06,14.2,"23,217,587,782.39","0.58
                                
                                    (FY:078-079)","11.00
                                
                                    (FY:080-081)","100:30
                                
                                    (FY:072-073)"
SONA,Sonapur Minerals and Oil Limited (SONA),Manufacturing And Processing,"30,750,500.00","-7.94 (FY:081-082, Q:2)",-59.82,184.36,2.58,"14,606,487,500.00",,,
SGIC,Sanima GIC Insurance Limited (SGIC),Non-Life Insurance,"20,000,000.00","12.17 (FY:081-082, Q:2)",55.72,152.77,4.44,"13,562,000,000.00",,,
PROFLP,Progressive Finance Limited Promoter Share (PROFLP),Promotor Share,,"0.00 (FY:, Q:0)",0,0,118,0,,,
UPCL,UNIVERSAL POWER COMPANY LTD (UPCL),Hydro Power,"22,799,299.25","9.98 (FY:081-082, Q:2)",30.16,111.41,2.7,"6,862,589,074.25","0.45
                                
                                    (FY:078-079)","8.55
                                
                                    (FY:078-079)",
CIZBD86,10.25% Citizens Bank Debenture 2086 (CIZBD86),Corporate Debenture,"2,500,000.00","0.00 (FY:, Q:0)",0,0,"1,112.70","2,781,750,000.00",,,
TSHL,Three Star Hydropower Limited (TSHL),Hydro Power,"4,925,000.00","2.73 (FY:081-082, Q:2)",307.33,69.76,12.03,"4,132,075,000.00",,,
PMLI,Prabhu Mahalaxmi Life Insurance Limited (PMLI),Life Insurance,"47,256,000.00","7.73 (FY:081-082, Q:2)",75.94,119.64,4.91,"27,739,272,000.00",,,
